date_received	product	sub_product	issue	sub_issue	consumer_complaint_narrative	company_public_response	company	state	zip_code	tags	consumer_consent_provided	submitted_via	date_sent_to_company	company_response_to_consumer	timely_response	consumer_disputed	complaint_id
2017-04-18	Bank account or service	Savings account	Account opening, closing, or management			Company believes complaint is the result of an isolated error	UNITED SERVICES AUTOMOBILE ASSOCIATION	NY	11967			Referral	2017-04-18	Closed with explanation	True	No	2441457
2014-07-06	Mortgage	Conventional adjustable mortgage (ARM)	Loan servicing, payments, escrow account				Ditech Financial LLC	FL	34714			Web	2014-07-06	Closed with explanation	True	Yes	924254
2017-04-18	Debt collection	Medical	Disclosure verification of debt	Not given enough info to verify debt			Senex Services Corp.	IN	46235			Web	2017-04-18	Untimely response	False	No	2438909
2017-03-04	Bank account or service	Other bank product/service	Account opening, closing, or management				CAPITAL ONE FINANCIAL CORPORATION	MD	20852		Consent not provided	Web	2017-03-04	Closed with explanation	True	No	2371846
2017-03-04	Credit reporting		Credit reporting company's investigation	Problem with statement of dispute			EQUIFAX, INC.	GA	30122		Consent not provided	Web	2017-03-04	Closed with explanation	True	Yes	2371764
2017-04-18	Debt collection	Credit card	Cont'd attempts collect debt not owed	Debt is not mine			Resurgent Capital Services L.P.	FL	33614			Web	2017-04-18	Closed with explanation	True	No	2441095
2016-04-29	Credit reporting		Incorrect information on credit report	Information is not mine		Company has responded to the consumer and the CFPB and chooses not to provide a public response	TRANSUNION INTERMEDIATE HOLDINGS, INC.	NV	89031		Consent not provided	Web	2016-04-29	Closed with explanation	True	No	1901482
2017-04-04	Credit reporting		Incorrect information on credit report	Information is not mine			EQUIFAX, INC.	IN	46226			Phone	2017-04-04	Closed with non-monetary relief	True	No	2416121
2017-03-31	Debt collection	I do not know	Disclosure verification of debt	Right to dispute notice not received		Company believes it acted appropriately as authorized by contract or law	Source Receivables Management LLC	IN	47807		Consent not provided	Web	2017-05-03	Closed with explanation	True	No	2414034
2017-04-19	Mortgage	Conventional adjustable mortgage (ARM)	Loan servicing, payments, escrow account				HUNTINGTON NATIONAL BANK, THE	OH	433XX			Web	2017-04-19	In progress	True	No	2441788
2017-03-31	Mortgage	Home equity loan or line of credit	Loan servicing, payments, escrow account		"In XX/XX/2005 I obtained a home equity mortgage loan for {$46000.00} limit. I have been making all payments as required by EFT until the lender stopped taking the payments. I now believe the term of 10 years was apparently up. The lender now reports my loan delinquent which completely prevents me from refinancing. There were no warning signs along the way to let me know I would have to refinance or make other arrangements. The lender is now initiating foreclosure which I see as a way for them to steal my home legally. 
A should offer to reschedule or refinance the balance of {$23000.00} so I can resume payments."	Company has responded to the consumer and the CFPB and chooses not to provide a public response	BANK OF AMERICA, NATIONAL ASSOCIATION	MP	554XX		Consent provided	Web	2017-04-03	Closed with explanation	True	No	2412732
2017-04-18	Mortgage	FHA mortgage	Loan servicing, payments, escrow account				FIFTH THIRD FINANCIAL CORPORATION	GA	302XX			Web	2017-04-18	Closed with non-monetary relief	True	No	2441323
2017-04-21	Bank account or service	Checking account	Problems caused by my funds being low			Company has responded to the consumer and the CFPB and chooses not to provide a public response	ZIONS BANCORPORATION	AZ	852XX			Web	2017-04-21	Closed with monetary relief	True	No	2447348
2017-02-06	Consumer Loan	Installment loan	Managing the loan or lease		"I have written to this company called Swiss Colony and disputed the item on my credit report and requested them to provide documentation bearing my signature associate with the account. They did not do so. I also let them know that the account may be fraudulent as well. I have an fraud alert on my credit files because of this company. I have looked at my credit report dated today ( XX/XX/2017 ) and before that date I did n't see the statement disputed by consumer in the remark area on my credit files. Instead in the remark area : Profit and loss write off. This statement is in the remark area. This company has broken the law called FCRA because they failed to place the statement : "" disputed by consumer, '' and I do want the company to delete the entry from my credit files. I have requested this company to provide proof of any documentations bearing my signature with this account. They failed to do so with that being said I want the entry to be deleted immediately."		Colony Brands, Inc.	NC	278XX		Consent provided	Web	2017-03-04	Untimely response	False	No	2329445
2017-04-07	Mortgage	FHA mortgage	Loan modification,collection,foreclosure				CARRINGTON MORTGAGE SERVICES	FL	33441			Phone	2017-04-07	Closed with explanation	True	No	2424946
2017-04-17	Mortgage	Home equity loan or line of credit	Application, originator, mortgage broker			Company has responded to the consumer and the CFPB and chooses not to provide a public response	BANK OF AMERICA, NATIONAL ASSOCIATION	PA	193XX	Older American		Web	2017-04-18	Closed with explanation	True	No	2437750
2017-03-28	Credit card		Payoff process				CAPITAL ONE FINANCIAL CORPORATION	MN	554XX			Web	2017-03-28	Closed with explanation	True	No	2406906
2017-03-30	Credit reporting		Incorrect information on credit report	Information is not mine			WELLS FARGO BANK, NATIONAL ASSOCIATION	SC	292XX	Servicemember		Web	2017-04-26	In progress	True	No	2410915
2017-03-16	Mortgage	Other mortgage	Application, originator, mortgage broker			Company believes the complaint is the result of a misunderstanding	MORTGAGE 4 U LLC	VA	20176		Consent not provided	Web	2017-04-19	Closed with explanation	True	No	2390487
2017-04-20	Debt collection	I do not know	Disclosure verification of debt	Not given enough info to verify debt			TRANSWORLD SYSTEMS INC	FL	330XX			Web	2017-04-20	Closed with explanation	True	No	2444869
2017-04-19	Bank account or service	Checking account	Making/receiving payments, sending money			Company has responded to the consumer and the CFPB and chooses not to provide a public response	SUNTRUST BANKS, INC.	GA	300XX			Web	2017-04-19	Closed with monetary relief	True	No	2442124
2017-04-10	Mortgage	Other mortgage	Loan modification,collection,foreclosure				ONE REVERSE MORTGAGE, LLC	NJ	08832	Older American		Phone	2017-04-10	Closed with explanation	False	No	2428039
2017-04-21	Debt collection	Medical	Disclosure verification of debt	Right to dispute notice not received			AR Resources, Inc.	FL	322XX			Web	2017-04-21	Closed with explanation	True	No	2445935
2016-06-28	Debt collection	Other (i.e. phone, health club, etc.)	Taking/threatening an illegal action	Threatened to sue on too old debt			Resurgent Capital Services L.P.	MI	48219			Referral	2016-06-29	Closed with explanation	True	No	1989521
2017-03-04	Student loan	Federal student loan servicing	Can't repay my loan	Can't get flexible payment options	I filed for chapter XXXX bankruptcy XX/XX/2011. I did go to school after filing. Notice of filing was provided to the Federal Loan employees when they called every week. They have continued to report late history on my credit report. A call was placed to them two weeks ago to address the issue with reporting negative payments. The rep stated they would correct as payments should have not been reported. When the reports were checked, it was noted that the accounts were reported as current under negative account information on XXXX, and showing 11 missed payments for the past two years on XXXX and XXXX reports. They should not be reporting negatively to any credit bureaus due to the active bankruptcy. The information should also be reported under the correct sections of the credit file. I am asking that the company report the information accurately on all the credit files as it has really added to the negative standard of my credit score		AES/PHEAA	TN	381XX		Consent provided	Web	2017-03-04	Closed with explanation	True	No	2371677
2017-04-17	Prepaid card	General purpose card	Managing, opening, or closing account			Company believes it acted appropriately as authorized by contract or law	NETSPEND CORPORATION	TX	76053			Phone	2017-04-18	Closed with explanation	True	No	2438333
2017-04-18	Mortgage	Conventional fixed mortgage	Loan modification,collection,foreclosure				Ditech Financial LLC	MD	21157			Web	2017-04-18	Closed with explanation	True	No	2440817
2013-07-18	Debt collection	Medical	Cont'd attempts collect debt not owed	Debt is not mine			APEX Asset Management, LLC	NJ	08031			Web	2013-08-23	Closed	False	No	460443
2017-04-03	Credit reporting		Incorrect information on credit report	Information is not mine			EQUIFAX, INC.	IA	511XX			Web	2017-04-03	Closed with explanation	True	No	2416355
2015-01-04	Consumer Loan	Installment loan	Managing the loan or lease				SYNCHRONY BANK	NJ	08901			Web	2015-01-08	Closed with monetary relief	True	No	1179936
2015-03-02	Debt collection	Non-federal student loan	Disclosure verification of debt	Not disclosed as an attempt to collect			Law Offices of Goldsmith & Hull A.P.C.	CA	90008			Postal mail	2015-03-09	Closed with explanation	False	No	1263989
2016-11-25	Debt collection	Other (i.e. phone, health club, etc.)	Disclosure verification of debt	Not given enough info to verify debt			RR Resource-Recovery	NY	13760		Consent not provided	Web	2017-03-04	Closed with explanation	True	No	2223190
2017-04-07	Consumer Loan	Vehicle loan	Managing the loan or lease			Company has responded to the consumer and the CFPB and chooses not to provide a public response	ALLY FINANCIAL INC.	TN	37650			Referral	2017-04-07	Closed with explanation	True	No	2425260
2017-04-04	Bank account or service	(CD) Certificate of deposit	Deposits and withdrawals			Company has responded to the consumer and the CFPB and chooses not to provide a public response	ALLY FINANCIAL INC.	GA	30047		Consent not provided	Web	2017-04-04	Closed with explanation	True	No	2417442
