,title,release_date,runtime,vote_count,vote_average,budget,revenue,profit,rating_category
302,Legend of the Guardians: The Owls of Ga'Hoole,2010-07-10,97,703,6.5,80.0,140.07339,60.07338999999999,Average
303,Catwoman,2004-07-22,104,808,4.2,100.0,82.102379,-17.897621,Poor
304,Hercules,2014-07-23,99,1680,5.6,100.0,243.4,143.4,Average
305,Treasure Planet,2002-11-26,95,948,7.2,140.0,109.578115,-30.421885000000003,Good
306,Land of the Lost,2009-06-05,102,381,5.3,100.0,68.688831,-31.311169000000007,Average
307,The Expendables 3,2014-08-04,127,1795,6.1,90.0,206.172544,116.17254399999999,Average
308,Point Break,2015-12-03,114,783,5.5,105.0,133.718711,28.718711000000013,Average
309,Son of the Mask,2005-02-18,94,338,3.6,84.0,0.0,-84.0,Poor
310,In the Heart of the Sea,2015-11-20,122,1276,6.5,100.0,93.820758,-6.179242000000002,Average
311,The Adventures of Pluto Nash,2002-08-15,95,142,4.4,100.0,7.103973,-92.896027,Poor
312,Green Zone,2010-03-11,115,717,6.4,100.0,94.882889,-5.117110999999994,Average
313,The Peanuts Movie,2015-11-05,88,604,6.5,99.0,246.233113,147.233113,Average
314,The Spanish Prisoner,1997-09-08,110,73,7.1,10.0,13.83513,3.8351299999999995,Good
315,The Mummy Returns,2001-04-28,130,2206,6.0,98.0,433.013274,335.013274,Average
316,Gangs of New York,2002-12-14,167,1910,7.1,100.0,193.772504,93.772504,Good
317,The Flowers of War,2011-12-15,145,187,7.1,94.0,95.311434,1.3114340000000055,Good
318,Surf's Up,2007-06-08,85,601,5.9,85.0,149.044513,64.044513,Average
319,The Stepford Wives,2004-06-10,93,334,5.4,90.0,102.0,12.0,Average
320,Black Hawk Down,2001-12-28,144,1811,7.2,92.0,172.989651,80.98965100000001,Good
321,The Campaign,2012-08-09,85,578,5.6,0.0,104.907746,104.907746,Average
322,The Fifth Element,1997-05-07,126,3885,7.3,90.0,263.92018,173.92018000000002,Good
323,Sex and the City 2,2010-05-26,146,426,5.4,100.0,288.347692,188.347692,Average
324,The Road to El Dorado,2000-03-31,89,858,7.0,95.0,76.432727,-18.567273,Good
325,Ice Age: Continental Drift,2012-06-26,88,2672,6.2,95.0,877.244782,782.244782,Average
326,Cinderella,2015-03-12,105,2374,6.7,95.0,543.514353,448.514353,Average
327,The Lovely Bones,2009-12-26,136,1065,6.6,65.0,93.525586,28.525586000000004,Average
328,Finding Nemo,2003-05-30,100,6122,7.6,94.0,940.335536,846.335536,Good
329,The Lord of the Rings: The Return of the King,2003-12-01,201,8064,8.1,94.0,1118.888979,1024.888979,Good
330,The Lord of the Rings: The Two Towers,2002-12-18,179,7487,8.0,79.0,926.2874,847.2874,Good
331,Seventh Son,2014-12-12,102,957,5.2,95.0,114.178613,19.178613,Average
332,Lara Croft: Tomb Raider,2001-06-11,100,2192,5.7,115.0,274.70334,159.70334000000003,Average
333,Transcendence,2014-04-16,119,2295,5.9,100.0,103.039258,3.039258000000004,Average
334,Jurassic Park III,2001-07-18,92,2077,5.7,93.0,368.780809,275.780809,Average
335,Rise of the Planet of the Apes,2011-08-03,105,4347,7.0,93.0,482.860185,389.860185,Good
336,The Spiderwick Chronicles,2008-02-14,95,572,6.3,90.0,162.839667,72.83966699999999,Average
337,A Good Day to Die Hard,2013-02-06,98,3493,5.2,92.0,304.654182,212.654182,Average
338,The Alamo,2004-04-07,137,106,5.8,145.0,25.819961,-119.180039,Average
339,The Incredibles,2004-11-05,115,5152,7.4,92.0,631.442092,539.442092,Good
340,Cutthroat Island,1995-12-22,119,136,5.7,98.0,10.017322,-87.98267799999999,Average
341,Percy Jackson & the Olympians: The Lightning Thief,2010-02-01,118,2010,6.0,95.0,226.497209,131.497209,Average
342,Men in Black,1997-07-02,98,4412,6.9,90.0,589.390539,499.390539,Average
343,Toy Story 2,1999-10-30,92,3806,7.3,90.0,497.366869,407.366869,Good
344,Unstoppable,2010-11-04,98,1165,6.3,100.0,167.805466,67.805466,Average
345,Rush Hour 2,2001-08-03,90,1054,6.4,90.0,347.325802,257.325802,Average
346,What Lies Beneath,2000-07-21,130,488,6.3,100.0,155.464351,55.46435099999999,Average
347,Cloudy with a Chance of Meatballs,2009-09-17,90,1747,6.5,100.0,242.988466,142.988466,Average
348,Ice Age: Dawn of the Dinosaurs,2009-06-29,94,2271,6.5,90.0,886.686817,796.686817,Average
349,The Secret Life of Walter Mitty,2013-12-18,114,3144,7.0,90.0,188.133322,98.13332199999999,Good
350,Charlie's Angels,2000-11-02,98,1232,5.6,92.0,264.105545,172.105545,Average
351,The Departed,2006-10-05,151,4339,7.9,90.0,289.847354,199.847354,Good
352,Mulan,1998-06-18,88,2008,7.6,90.0,304.320254,214.32025399999998,Good
353,Tropic Thunder,2008-08-09,107,1667,6.5,92.0,188.072649,96.07264900000001,Average
354,The Girl with the Dragon Tattoo,2011-12-14,158,2434,7.2,90.0,232.61743,142.61743,Good
355,Die Hard: With a Vengeance,1995-05-19,128,2066,6.9,90.0,366.101666,276.101666,Average
356,Sherlock Holmes,2009-12-23,128,5766,7.0,90.0,524.028679,434.028679,Good
357,Ben-Hur,2016-08-17,125,621,5.3,100.0,94.061311,-5.9386889999999966,Average
358,Atlantis: The Lost Empire,2001-06-02,95,1224,6.7,120.0,186.053725,66.05372499999999,Average
359,Alvin and the Chipmunks: The Road Chip,2015-12-17,92,428,5.8,0.0,233.755553,233.755553,Average
360,Valkyrie,2008-12-25,121,1173,6.7,75.0,200.276,125.27600000000001,Average
361,You Don't Mess with the Zohan,2008-06-05,113,1048,5.5,90.0,201.596308,111.596308,Average
362,Pixels,2015-07-16,105,2513,5.6,88.0,243.637091,155.637091,Average
363,A.I. Artificial Intelligence,2001-06-29,146,1974,6.8,100.0,235.926552,135.926552,Average
364,The Haunted Mansion,2003-11-25,99,466,5.2,90.0,182.290266,92.290266,Average
365,Contact,1997-07-11,150,1308,7.2,90.0,171.120329,81.120329,Good
366,Hollow Man,2000-08-04,112,634,5.6,95.0,190.213455,95.21345500000001,Average
367,The Interpreter,2005-04-08,128,392,6.2,80.0,162.944923,82.94492299999999,Average
368,Percy Jackson: Sea of Monsters,2013-08-07,106,1648,5.9,90.0,174.578751,84.57875100000001,Average
369,Lara Croft Tomb Raider: The Cradle of Life,2003-07-21,117,1418,5.5,95.0,156.505388,61.50538800000001,Average
370,Now You See Me 2,2016-06-02,129,3235,6.7,90.0,334.901337,244.901337,Average
371,The Saint,1997-04-03,116,302,5.9,68.0,118.063304,50.063304,Average
372,Spy Game,2001-11-18,126,579,6.8,92.0,143.04956,51.049560000000014,Average
373,Mission to Mars,2000-03-10,114,369,5.7,90.0,60.874615,-29.125385,Average
374,Rio,2011-04-03,96,2166,6.5,90.0,484.63576,394.63576,Average
375,Bicentennial Man,1999-12-17,131,963,6.9,100.0,93.7,-6.299999999999997,Average
376,Volcano,1997-04-25,104,376,5.2,90.0,0.0,-90.0,Average
377,The Devil's Own,1997-03-12,107,290,5.9,90.0,140.807547,50.807547,Average
378,K-19: The Widowmaker,2002-07-19,138,264,6.1,100.0,35.168966,-64.831034,Average
379,Conan the Barbarian,1982-04-02,129,650,6.6,20.0,79.114085,59.114085,Average
380,Cinderella Man,2005-06-02,144,616,7.3,88.0,108.539911,20.539911000000004,Good
381,The Nutcracker: The Untold Story,2010-11-24,110,50,5.4,90.0,16.178959,-73.82104100000001,Average
382,Seabiscuit,2003-07-22,141,216,6.7,87.0,148.336445,61.336445,Average
383,Twister,1996-05-10,113,950,6.1,92.0,494.471524,402.471524,Average
384,Cast Away,2000-12-22,143,3218,7.5,90.0,429.632142,339.632142,Good
385,Happy Feet,2006-11-16,108,1410,5.9,100.0,384.335608,284.335608,Average
386,The Bourne Supremacy,2004-07-23,108,2825,7.2,75.0,288.500217,213.50021700000002,Good
387,Air Force One,1997-07-25,124,840,6.2,85.0,315.156409,230.156409,Average
388,Ocean's Eleven,2001-12-07,116,3783,7.2,85.0,450.71715,365.71715,Good
389,The Three Musketeers,2011-08-31,110,924,5.6,75.0,132.274484,57.274484,Average
390,Hotel Transylvania,2012-09-20,91,2566,6.8,85.0,358.375603,273.375603,Average
391,Enchanted,2007-11-20,107,1449,6.6,85.0,340.487652,255.48765200000003,Average
392,Safe House,2012-02-09,115,1345,6.3,85.0,208.076205,123.07620499999999,Average
393,102 Dalmatians,2000-10-07,100,313,5.1,85.0,183.611771,98.611771,Average
394,Tower Heist,2011-11-02,104,932,5.8,75.0,152.930623,77.930623,Average
395,The Holiday,2006-12-08,136,1225,6.7,85.0,194.1687,109.1687,Average
396,Enemy of the State,1998-11-20,132,1240,6.7,90.0,250.649836,160.649836,Average
397,It's Complicated,2009-12-23,121,360,6.2,85.0,219.103655,134.103655,Average
398,Ocean's Thirteen,2007-06-07,122,1999,6.5,85.0,311.312624,226.31262400000003,Average
399,Open Season,2006-09-29,83,656,6.1,85.0,197.309027,112.30902699999999,Average
400,Divergent,2014-03-14,139,4663,6.9,85.0,288.747895,203.74789500000003,Average
401,Enemy at the Gates,2001-03-13,131,999,7.2,68.0,96.97627,28.97627,Good
402,The Rundown,2003-09-26,104,514,6.4,85.0,80.916492,-4.083507999999995,Average
403,Last Action Hero,1993-06-18,130,712,6.1,85.0,137.298489,52.29848899999999,Average
404,Memoirs of a Geisha,2005-12-06,145,652,7.3,85.0,162.242962,77.242962,Good
405,The Fast and the Furious: Tokyo Drift,2006-06-03,104,1705,6.1,85.0,158.468292,73.46829199999999,Average
406,Arthur Christmas,2011-02-22,97,333,6.7,0.0,0.0,0.0,Average
407,Meet Joe Black,1998-11-12,178,1147,6.9,90.0,142.9401,52.9401,Average
408,Collateral Damage,2002-02-06,108,427,5.5,85.0,78.382433,-6.617566999999994,Average
409,All That Jazz,1979-12-20,123,85,7.3,0.0,37.823676,37.823676,Good
410,Mirror Mirror,2012-03-15,106,1114,5.5,85.0,183.018522,98.01852199999999,Average
411,Scott Pilgrim vs. the World,2010-07-27,112,2126,7.2,60.0,47.664559,-12.335441000000003,Good
412,The Core,2003-03-28,136,516,5.4,60.0,74.208267,14.208267000000006,Average
413,Nutty Professor II: The Klumps,2000-07-27,106,332,4.7,84.0,123.307945,39.307945000000004,Poor
414,Scooby-Doo,2002-06-14,88,820,5.4,84.0,275.650703,191.65070300000002,Average
415,Dredd,2012-09-07,95,1940,6.6,50.0,41.037742,-8.962257999999999,Average
416,Click,2006-06-22,107,2104,6.0,82.5,237.681299,155.181299,Average
417,Creepshow,1982-11-12,120,226,6.7,8.0,21.028755,13.028755,Average
418,Cats & Dogs 2 : The Revenge of Kitty Galore,2010-07-30,82,119,4.9,85.0,112.483764,27.483763999999994,Poor
419,Jumper,2008-02-10,88,1799,5.9,85.0,222.231186,137.231186,Average
420,Hellboy II: The Golden Army,2008-07-11,120,1527,6.5,85.0,160.388063,75.38806299999999,Average
421,Zodiac,2007-03-02,157,2023,7.3,65.0,84.785914,19.785914000000005,Good
422,The 6th Day,2000-11-17,123,595,5.7,82.0,96.085477,14.085476999999997,Average
423,Bruce Almighty,2003-05-23,101,3012,6.4,80.0,484.572835,404.572835,Average
424,The Expendables,2010-08-03,103,2926,6.0,80.0,274.470394,194.470394,Average
425,Mission: Impossible,1996-05-22,110,2631,6.7,80.0,457.696359,377.696359,Average
426,The Hunger Games,2012-03-12,142,9455,6.9,75.0,691.210692,616.210692,Average
427,The Hangover Part II,2011-05-25,102,3739,6.2,80.0,254.455986,174.455986,Average
428,Batman Returns,1992-06-19,126,1673,6.6,80.0,280.0,200.0,Average
429,Over the Hedge,2006-04-22,83,1074,6.3,80.0,343.397247,263.397247,Average
430,Lilo & Stitch,2002-06-21,85,1314,7.1,80.0,145.771527,65.77152699999999,Good
431,Charlotte's Web,2006-12-15,97,288,5.8,85.0,144.0,59.0,Average
432,Deep Impact,1998-05-08,120,855,5.9,75.0,140.464664,65.464664,Average
433,RED 2,2013-07-18,116,1526,6.4,84.0,0.0,-84.0,Average
434,The Longest Yard,2005-05-19,113,785,6.2,82.0,190.320568,108.32056800000001,Average
435,Alvin and the Chipmunks: Chipwrecked,2011-12-14,87,484,5.4,75.0,342.695435,267.695435,Average
436,Grown Ups 2,2013-07-11,100,1155,5.8,80.0,246.984278,166.984278,Average
437,Get Smart,2008-06-19,110,1051,6.0,80.0,230.685453,150.685453,Average
438,Something's Gotta Give,2003-12-12,128,410,6.3,80.0,266.728738,186.72873800000002,Average
439,Shutter Island,2010-02-18,138,6336,7.8,80.0,294.804195,214.804195,Good
440,Four Christmases,2008-11-26,88,331,5.3,80.0,163.733697,83.733697,Average
441,Robots,2005-03-10,91,1333,6.0,75.0,260.696994,185.69699400000002,Average
442,Face/Off,1997-06-27,138,1583,6.8,80.0,245.676146,165.676146,Average
443,Bedtime Stories,2008-12-24,99,901,5.9,80.0,212.874442,132.874442,Average
444,Road to Perdition,2002-07-12,117,1077,7.3,80.0,181.001478,101.00147799999999,Good
445,Just Go with It,2011-02-10,117,1543,6.3,80.0,214.918407,134.918407,Average
446,Con Air,1997-06-01,115,1270,6.5,75.0,224.012234,149.012234,Average
447,Eagle Eye,2008-09-25,118,1018,6.3,80.0,178.066569,98.06656899999999,Average
448,Cold Mountain,2003-12-24,154,533,6.7,79.0,173.013509,94.013509,Average
449,The Book of Eli,2010-01-14,118,2164,6.6,80.0,157.107755,77.107755,Average
450,Flubber,1997-11-26,93,695,5.3,80.0,177.977226,97.977226,Average
451,The Haunting,1999-07-23,113,369,5.2,80.0,91.188905,11.188905000000005,Average
452,Space Jam,1996-11-15,88,1288,6.5,80.0,250.2,170.2,Average
453,The Pink Panther,2006-01-18,93,550,5.6,0.0,0.0,0.0,Average
454,The Day the Earth Stood Still,2008-12-10,104,1043,5.2,80.0,233.093859,153.093859,Average
455,Conspiracy Theory,1997-08-07,135,431,6.5,75.0,136.982834,61.982834,Average
456,Fury,2014-10-15,135,3946,7.4,68.0,211.817906,143.817906,Good
457,Six Days Seven Nights,1998-06-12,98,332,5.6,70.0,164.0,94.0,Average
458,Yogi Bear,2010-12-11,80,220,5.2,80.0,201.584141,121.58414099999999,Average
459,Spirit: Stallion of the Cimarron,2002-05-24,83,831,7.4,80.0,122.563539,42.563539000000006,Good
460,Zookeeper,2011-07-06,102,498,5.3,80.0,169.852759,89.85275899999999,Average
461,Lost in Space,1998-04-03,130,388,5.0,80.0,136.159423,56.159423000000004,Average
462,The Manchurian Candidate,2004-07-30,129,393,6.2,80.0,96.105964,16.105964,Average
463,Déjà Vu,1998-04-22,117,1,8.0,0.0,0.0,0.0,Good
464,Hotel Transylvania 2,2015-09-21,89,1497,6.7,80.0,473.226958,393.226958,Average
465,Fantasia 2000,1999-12-17,74,292,7.0,80.0,90.87457,10.874570000000006,Good
466,The Time Machine,2002-03-04,96,631,5.8,80.0,123.729176,43.729175999999995,Average
467,Mighty Joe Young,1998-12-25,114,208,5.9,90.0,0.0,-90.0,Average
468,Swordfish,2001-06-07,99,932,6.1,102.0,147.080413,45.08041299999999,Average
469,The Legend of Zorro,2005-10-24,129,893,5.9,75.0,142.400065,67.40006500000001,Average
470,What Dreams May Come,1998-10-02,113,577,6.8,85.0,71.485043,-13.514956999999995,Average
471,Little Nicky,2000-11-10,90,438,5.2,85.0,0.0,-85.0,Average
472,The Brothers Grimm,2005-08-26,118,818,5.6,88.0,105.316267,17.316266999999996,Average
473,Mars Attacks!,1996-12-12,106,1509,6.1,70.0,101.371017,31.371016999999995,Average
474,Evolution,2015-09-14,81,47,6.4,0.0,0.0,0.0,Average
475,The Edge,1997-09-06,117,349,6.7,0.0,43.312294,43.312294,Average
476,Surrogates,2009-09-24,89,1195,5.9,80.0,122.444772,42.444772,Average
477,Thirteen Days,2000-12-24,145,189,6.9,80.0,34.566746,-45.433254,Average
478,Daylight,1996-12-06,115,378,5.8,80.0,159.212469,79.212469,Average
479,Walking With Dinosaurs,2013-12-18,87,133,5.2,80.0,126.546518,46.546518000000006,Average
480,Battlefield Earth,2000-05-10,118,255,3.0,44.0,21.4,-22.6,Poor
481,Looney Tunes: Back in Action,2003-11-14,90,297,5.6,80.0,68.514844,-11.485156000000003,Average
482,Nine,2009-12-03,112,165,5.1,80.0,53.825515,-26.174484999999997,Average
483,Timeline,2003-11-26,116,318,5.4,80.0,19.480739,-60.519261,Average
484,The Postman,1997-12-25,177,299,6.1,80.0,17.626234,-62.373766,Average
485,Babe: Pig in the City,1998-11-25,92,305,5.2,90.0,69.13186,-20.868139999999997,Average
486,The Last Witch Hunter,2015-10-21,106,1316,5.7,90.0,146.93691,56.93691000000001,Average
487,Red Planet,2000-11-10,106,267,5.4,80.0,33.463969,-46.536031,Average
488,Arthur and the Invisibles,2006-12-13,94,639,6.0,86.0,107.944236,21.944236000000004,Average
489,Oceans,2009-10-17,84,111,7.3,0.0,19.406406,19.406406,Good
490,A Sound of Thunder,2005-05-15,110,111,4.8,80.0,5.98964,-74.01036,Poor
491,Pompeii,2014-02-18,105,1267,5.2,130.0,117.831631,-12.168368999999998,Average
492,Top Cat Begins,2015-10-30,89,9,5.3,8.0,0.0,-8.0,Average
493,A Beautiful Mind,2001-12-11,135,3009,7.7,60.0,313.542341,253.54234100000002,Good
494,The Lion King,1994-06-23,89,5376,8.0,45.0,788.241776,743.241776,Good
495,Journey 2: The Mysterious Island,2012-01-19,94,1030,5.8,79.0,355.69276,276.69276,Average
496,Cloudy with a Chance of Meatballs 2,2013-09-26,95,915,6.4,78.0,248.384621,170.384621,Average
497,Red Dragon,2002-09-29,124,1115,6.7,78.0,209.196298,131.196298,Average
498,Hidalgo,2004-03-05,136,318,6.5,100.0,108.10345,8.103449999999995,Average
499,Jack and Jill,2011-11-11,91,604,4.1,79.0,149.673788,70.673788,Poor
500,2 Fast 2 Furious,2003-06-05,107,2028,6.2,76.0,236.350661,160.350661,Average
501,The Little Prince,2015-07-29,92,756,7.6,64.0,97.57125,33.571250000000006,Good
502,The Invasion,2007-08-17,99,359,5.7,80.0,15.071514,-64.92848599999999,Average
503,The Adventures of Rocky & Bullwinkle,2000-06-30,88,87,3.9,76.0,35.13482,-40.86518,Poor
504,The Secret Life of Pets,2016-06-18,87,3462,5.9,75.0,875.958308,800.958308,Average
505,The League of Extraordinary Gentlemen,2003-07-11,110,1155,5.7,78.0,179.265204,101.26520400000001,Average
506,Despicable Me 2,2013-06-25,98,4637,7.0,76.0,970.761885,894.761885,Good
507,Independence Day,1996-06-25,145,3260,6.7,75.0,816.969268,741.969268,Average
508,The Lost World: Jurassic Park,1997-05-23,129,2487,6.2,73.0,229.074524,156.074524,Average
509,Madagascar,2005-05-25,86,3237,6.6,75.0,532.680671,457.68067099999996,Average
510,Children of Men,2006-09-22,109,2071,7.4,76.0,69.959751,-6.040249000000003,Good
511,X-Men,2000-07-13,104,4097,6.8,75.0,296.339527,221.33952699999998,Average
512,Wanted,2008-06-19,110,2528,6.4,75.0,258.270008,183.27000800000002,Average
513,The Rock,1996-06-06,136,1456,6.9,75.0,335.062621,260.062621,Average
514,Ice Age: The Meltdown,2006-03-23,91,2951,6.5,80.0,660.94078,580.94078,Average
515,50 First Dates,2004-02-13,99,2105,6.6,75.0,196.482882,121.48288199999999,Average
516,Hairspray,2007-07-13,117,709,6.5,50.0,90.450008,40.450008,Average
517,Exorcist: The Beginning,2004-08-20,114,183,4.7,80.0,78.000586,-1.9994140000000016,Poor
518,Inspector Gadget,1999-07-23,78,318,4.3,75.0,0.0,-75.0,Poor
519,Now You See Me,2013-05-29,115,5487,7.3,75.0,117.698894,42.698893999999996,Good
520,Grown Ups,2010-06-24,102,1705,6.0,80.0,271.430189,191.43018899999998,Average
521,The Terminal,2004-06-17,128,1910,7.0,60.0,219.417255,159.417255,Good
522,Hotel for Dogs,2009-01-16,100,202,5.7,35.0,73.03446,38.034459999999996,Average
523,Vertical Limit,2000-12-08,124,283,5.9,75.0,215.663859,140.663859,Average
524,Charlie Wilson's War,2007-12-19,102,338,6.5,75.0,119.00041,44.00041,Average
525,Shark Tale,2004-09-20,90,1557,5.8,75.0,367.275019,292.275019,Average
526,Dreamgirls,2006-12-25,134,284,6.6,70.0,154.93768,84.93768,Average
527,Be Cool,2005-03-04,118,292,5.4,53.0,95.226116,42.226116000000005,Average
528,Munich,2005-12-22,164,696,6.9,70.0,130.358911,60.358911000000006,Average
529,Tears of the Sun,2003-03-07,121,573,6.4,70.0,85.632458,15.632458,Average
530,Killers,2010-06-04,100,772,5.7,75.0,98.159963,23.159963000000005,Average
531,The Man from U.N.C.L.E.,2015-08-13,116,2265,7.1,75.0,108.145109,33.145109000000005,Good
532,Spanglish,2004-12-17,130,369,5.8,80.0,55.041367,-24.958633,Average
533,Monster House,2006-07-21,91,874,6.3,75.0,140.175006,65.175006,Average
534,Bandits,2001-10-12,123,302,6.2,75.0,67.631903,-7.368097000000006,Average
535,First Knight,1995-07-07,134,311,5.9,55.0,127.600435,72.600435,Average
536,Anna and the King,1999-12-16,148,197,6.4,75.0,0.0,-75.0,Average
537,Immortals,2011-11-10,110,880,5.7,75.0,226.904017,151.904017,Average
538,Hostage,2005-03-09,113,512,6.2,52.0,77.944725,25.944725000000005,Average
539,Titan A.E.,2000-06-16,94,313,6.3,75.0,36.754634,-38.245366,Average
540,Hollywood Homicide,2003-06-09,116,166,5.0,75.0,51.142659,-23.857340999999998,Average
541,Soldier,1998-10-23,99,221,6.1,75.0,14.567883,-60.432117,Average
542,Carriers,2009-09-04,84,282,5.8,0.0,5.802422,5.802422,Average
543,Monkeybone,2001-02-23,93,78,4.3,75.0,5.409517,-69.590483,Poor
544,Flight of the Phoenix,2004-12-17,113,276,5.7,45.0,21.00918,-23.99082,Average
545,Unbreakable,2000-11-13,106,1946,6.9,75.0,248.118121,173.118121,Average
546,Minions,2015-06-17,91,4571,6.4,74.0,1156.730962,1082.730962,Average
547,Sucker Punch,2011-03-24,110,1623,5.9,82.0,89.792502,7.792501999999999,Average
